<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.13	06:00:00	4594.20	4596.38	4594.00	4595.03	1565	0	8
2026.01.13	06:05:00	4595.02	4596.66	4594.80	4596.08	1185	0	8
2026.01.13	06:10:00	4596.08	4598.05	4595.77	4597.73	1187	0	8
2026.01.13	06:15:00	4597.71	4599.35	4597.14	4598.92	1498	0	8
2026.01.13	06:20:00	4598.93	4599.73	4597.81	4597.85	1457	0	8
2026.01.13	06:25:00	4597.85	4598.34	4596.60	4597.44	1367	0	8
2026.01.13	06:30:00	4597.43	4597.88	4595.76	4595.99	1294	0	8
2026.01.13	06:35:00	4595.99	4596.24	4594.73	4595.70	1365	0	8
2026.01.13	06:40:00	4595.70	4599.85	4595.65	4598.92	1503	0	8
2026.01.13	06:45:00	4598.91	4599.42	4597.62	4598.53	1271	0	8
2026.01.13	06:50:00	4598.52	4598.52	4596.22	4597.47	1370	0	8
2026.01.13	06:55:00	4597.47	4598.25	4596.26	4596.57	1018	0	8
2026.01.13	07:00:00	4596.54	4598.53	4596.29	4597.24	1236	0	8
2026.01.13	07:05:00	4597.24	4597.24	4591.93	4594.34	1612	0	8
2026.01.13	07:10:00	4594.28	4595.46	4592.18	4594.43	1567	0	8
2026.01.13	07:15:00	4594.45	4596.47	4594.35	4595.21	1261	0	8
2026.01.13	07:20:00	4595.20	4598.14	4594.90	4598.14	918	0	8
2026.01.13	07:25:00	4598.17	4601.58	4598.07	4601.40	1594	0	8
2026.01.13	07:30:00	4601.42	4602.19	4585.74	4590.98	3349	0	8
2026.01.13	07:35:00	4590.99	4591.86	4586.33	4590.70	2723	0	8
2026.01.13	07:40:00	4590.70	4594.98	4589.24	4594.40	2389	0	8
2026.01.13	07:45:00	4594.37	4596.12	4592.46	4593.23	2293	0	8
2026.01.13	07:50:00	4593.25	4595.35	4591.29	4593.45	2540	0	8
2026.01.13	07:55:00	4593.43	4594.28	4592.15	4592.15	2295	0	8
2026.01.13	08:00:00	4592.15	4592.17	4589.57	4591.51	2684	0	8
2026.01.13	08:05:00	4591.51	4592.42	4588.14	4588.86	2629	0	8
2026.01.13	08:10:00	4588.84	4591.30	4588.09	4590.33	2692	0	8
2026.01.13	08:15:00	4590.33	4590.50	4587.45	4588.78	2457	0	8
2026.01.13	08:20:00	4588.78	4590.89	4584.85	4586.86	2334	0	8
2026.01.13	08:25:00	4586.87	4587.03	4582.51	4584.90	2354	0	8
2026.01.13	08:30:00	4584.91	4586.08	4579.28	4583.93	2531	0	8
2026.01.13	08:35:00	4583.92	4584.52	4576.96	4577.94	2718	0	8
2026.01.13	08:40:00	4577.94	4578.03	4573.50	4575.98	2801	0	8
2026.01.13	08:45:00	4575.98	4580.29	4575.48	4579.79	2431	0	8
2026.01.13	08:50:00	4579.77	4583.43	4579.77	4580.42	2342	0	8
2026.01.13	08:55:00	4580.40	4581.94	4578.90	4581.71	2066	0	8
2026.01.13	09:00:00	4581.74	4583.38	4579.17	4581.66	1789	0	8
2026.01.13	09:05:00	4581.66	4585.40	4581.66	4584.64	1311	0	8
2026.01.13	09:10:00	4584.61	4585.25	4584.14	4584.79	1010	0	8
2026.01.13	09:15:00	4584.79	4584.87	4580.86	4581.22	1438	0	8
2026.01.13	09:20:00	4581.23	4582.38	4578.94	4581.14	1715	0	8
2026.01.13	09:25:00	4581.14	4585.02	4581.04	4584.01	1518	0	8
2026.01.13	09:30:00	4584.01	4587.14	4583.69	4585.37	1729	0	8
2026.01.13	09:35:00	4585.38	4586.25	4583.51	4585.03	1555	0	8
2026.01.13	09:40:00	4585.03	4585.39	4579.68	4580.40	1787	0	8
2026.01.13	09:45:00	4580.39	4580.85	4578.09	4579.09	1478	0	8
2026.01.13	09:50:00	4579.09	4580.56	4577.62	4577.72	1666	0	8
2026.01.13	09:55:00	4577.69	4582.57	4577.53	4580.71	1758	0	8
2026.01.13	10:00:00	4580.70	4585.51	4579.68	4585.14	2130	0	8
2026.01.13	10:05:00	4585.13	4587.94	4585.10	4587.35	1723	0	8
2026.01.13	10:10:00	4587.33	4591.67	4587.11	4587.84	1771	0	8
2026.01.13	10:15:00	4587.84	4587.95	4584.98	4587.28	1715	0	8
2026.01.13	10:20:00	4587.29	4589.78	4586.70	4589.45	1614	0	8
2026.01.13	10:25:00	4589.45	4592.63	4588.81	4590.06	1895	0	8
2026.01.13	10:30:00	4590.06	4593.82	4589.26	4593.71	2124	0	8
2026.01.13	10:35:00	4593.71	4597.16	4593.66	4595.38	2158	0	8
2026.01.13	10:40:00	4595.39	4596.23	4592.70	4593.62	1819	0	8
2026.01.13	10:45:00	4593.61	4595.49	4592.51	4593.83	1537	0	8
2026.01.13	10:50:00	4593.84	4594.46	4592.82	4593.27	1328	0	8
2026.01.13	10:55:00	4593.27	4593.46	4591.91	4592.84	1629	0	8
2026.01.13	11:00:00	4592.86	4594.37	4589.67	4591.18	1993	0	8
2026.01.13	11:05:00	4591.18	4595.74	4590.69	4594.90	1297	0	8
2026.01.13	11:10:00	4594.89	4595.12	4593.77	4594.08	1377	0	8
2026.01.13	11:15:00	4594.08	4595.05	4591.63	4592.65	1496	0	8
2026.01.13	11:20:00	4592.65	4592.99	4589.92	4589.97	1262	0	8
2026.01.13	11:25:00	4589.98	4590.13	4588.10	4589.27	1362	0	8
2026.01.13	11:30:00	4589.26	4590.16	4588.45	4589.34	1295	0	8
2026.01.13	11:35:00	4589.37	4590.46	4588.35	4590.33	1412	0	8
2026.01.13	11:40:00	4590.32	4592.13	4586.73	4590.76	1935	0	8
2026.01.13	11:45:00	4590.78	4591.03	4587.63	4588.21	1505	0	8
2026.01.13	11:50:00	4588.22	4588.62	4585.95	4585.98	1235	0	8
2026.01.13	11:55:00	4586.00	4587.58	4585.79	4586.16	1360	0	8
2026.01.13	12:00:00	4586.18	4587.02	4582.95	4583.04	1341	0	8
2026.01.13	12:05:00	4583.03	4584.26	4582.69	4583.64	1328	0	8
2026.01.13	12:10:00	4583.63	4584.22	4580.48	4583.63	1567	0	8
2026.01.13	12:15:00	4583.63	4583.68	4581.00	4583.56	1590	0	8
2026.01.13	12:20:00	4583.57	4586.40	4583.02	4583.92	1529	0	8
2026.01.13	12:25:00	4583.92	4586.26	4583.92	4584.75	1388	0	8
2026.01.13	12:30:00	4584.71	4584.71	4581.84	4583.29	1256	0	8
2026.01.13	12:35:00	4583.33	4585.31	4581.95	4585.02	1300	0	8
2026.01.13	12:40:00	4585.01	4588.35	4584.98	4587.22	1590	0	8
2026.01.13	12:45:00	4587.22	4587.26	4585.96	4586.07	947	0	8
2026.01.13	12:50:00	4586.07	4587.27	4584.85	4586.08	1377	0	8
2026.01.13	12:55:00	4586.07	4586.79	4585.54	4586.38	1365	0	8
2026.01.13	13:00:00	4586.38	4588.96	4586.20	4586.25	1243	0	8
2026.01.13	13:05:00	4586.25	4587.22	4585.86	4586.05	1127	0	8
2026.01.13	13:10:00	4586.05	4587.06	4584.91	4584.93	1354	0	8
2026.01.13	13:15:00	4584.94	4586.41	4582.18	4584.51	1903	0	8
2026.01.13	13:20:00	4584.50	4586.57	4584.34	4585.32	1485	0	8
2026.01.13	13:25:00	4585.32	4589.11	4585.28	4586.89	1923	0	8
2026.01.13	13:30:00	4586.90	4587.05	4585.46	4586.53	882	0	8
2026.01.13	13:35:00	4586.54	4586.81	4585.14	4586.36	1068	0	8
2026.01.13	13:40:00	4586.36	4589.84	4585.81	4589.81	1270	0	8
2026.01.13	13:45:00	4589.84	4591.36	4587.39	4588.58	1638	0	8
2026.01.13	13:50:00	4588.58	4592.09	4586.58	4586.82	1767	0	8
2026.01.13	13:55:00	4586.79	4588.96	4586.28	4588.59	1684	0	8
2026.01.13	14:00:00	4588.58	4589.19	4587.36	4587.82	1555	0	8
2026.01.13	14:05:00	4587.82	4587.90	4584.81	4585.86	1319	0	8
2026.01.13	14:10:00	4585.86	4586.27	4583.34	4583.64	1707	0	8
2026.01.13	14:15:00	4583.63	4584.73	4583.21	4583.93	1127	0	8
2026.01.13	14:20:00	4583.93	4584.12	4579.47	4579.83	1516	0	8
2026.01.13	14:25:00	4579.82	4581.11	4577.97	4580.60	1956	0	8
2026.01.13	14:30:00	4580.60	4581.07	4579.42	4580.19	1568	0	8
2026.01.13	14:35:00	4580.21	4584.72	4579.97	4583.96	1535	0	8
2026.01.13	14:40:00	4583.97	4586.26	4583.86	4585.92	1122	0	8
2026.01.13	14:45:00	4585.91	4590.15	4585.55	4589.91	1369	0	8
2026.01.13	14:50:00	4589.91	4593.61	4589.50	4591.23	1878	0	8
2026.01.13	14:55:00	4591.23	4595.26	4591.13	4593.30	2048	0	8
2026.01.13	15:00:00	4593.30	4596.64	4590.80	4594.30	3446	0	8
2026.01.13	15:05:00	4594.25	4598.69	4593.71	4598.69	2952	0	8
2026.01.13	15:10:00	4598.67	4606.34	4596.81	4602.74	3090	0	8
2026.01.13	15:15:00	4602.80	4605.67	4600.52	4601.67	3045	0	8
2026.01.13	15:20:00	4601.65	4606.50	4599.63	4605.44	3039	0	8
2026.01.13	15:25:00	4605.44	4605.46	4599.79	4601.14	2612	0	8
2026.01.13	15:30:00	4601.23	4614.50	4601.22	4613.39	4040	0	8
2026.01.13	15:35:00	4613.48	4616.34	4609.54	4614.15	3799	0	8
2026.01.13	15:40:00	4614.16	4620.37	4612.76	4617.90	3482	0	8
2026.01.13	15:45:00	4617.89	4620.99	4615.06	4617.68	3207	0	8
2026.01.13	15:50:00	4617.80	4619.03	4612.51	4613.31	2955	0	8
2026.01.13	15:55:00	4613.33	4613.36	4607.37	4611.56	3238	0	8
2026.01.13	16:00:00	4611.59	4613.16	4609.15	4611.46	2988	0	8
2026.01.13	16:05:00	4611.43	4616.81	4610.77	4614.33	3115	0	8
2026.01.13	16:10:00	4614.36	4619.09	4611.97	4618.80	2978	0	8
2026.01.13	16:15:00	4618.81	4618.96	4614.65	4614.65	2833	0	8
2026.01.13	16:20:00	4614.61	4623.69	4614.61	4622.63	2871	0	8
2026.01.13	16:25:00	4622.56	4622.88	4618.17	4618.22	2770	0	8
2026.01.13	16:30:00	4618.25	4621.24	4611.72	4615.12	3890	0	8
2026.01.13	16:35:00	4615.13	4620.75	4613.25	4617.07	3737	0	8
2026.01.13	16:40:00	4617.10	4625.99	4615.89	4625.87	3723	0	8
2026.01.13	16:45:00	4625.85	4634.29	4624.79	4633.74	3935	0	8
2026.01.13	16:50:00	4633.75	4634.69	4623.06	4624.31	3874	0	8
2026.01.13	16:55:00	4624.36	4633.07	4623.09	4629.95	3544	0	8
2026.01.13	17:00:00	4629.95	4630.30	4614.23	4619.30	4045	0	8
2026.01.13	17:05:00	4619.31	4622.56	4617.02	4619.45	3858	0	8
2026.01.13	17:10:00	4619.48	4624.50	4617.89	4621.54	3451	0	8
2026.01.13	17:15:00	4621.54	4623.40	4603.54	4606.84	3993	0	8
2026.01.13	17:20:00	4606.93	4610.75	4600.92	4604.20	4111	0	8
2026.01.13	17:25:00	4604.24	4610.86	4603.40	4608.85	3645	0	8
2026.01.13	17:30:00	4608.85	4614.00	4605.57	4612.54	3535	0	8
2026.01.13	17:35:00	4612.59	4613.35	4605.28	4609.33	3363	0	8
2026.01.13	17:40:00	4609.34	4616.36	4606.47	4614.81	3287	0	8
2026.01.13	17:45:00	4614.83	4618.20	4614.13	4615.49	2879	0	8
2026.01.13	17:50:00	4615.50	4619.28	4613.00	4615.77	2833	0	8
2026.01.13	17:55:00	4615.77	4620.71	4614.79	4619.21	2681	0	8
2026.01.13	18:00:00	4619.15	4620.80	4612.71	4612.73	2803	0	8
2026.01.13	18:05:00	4612.73	4614.54	4606.78	4607.55	3208	0	8
2026.01.13	18:10:00	4607.55	4614.01	4606.99	4612.49	2942	0	8
2026.01.13	18:15:00	4612.48	4612.92	4606.93	4609.64	3074	0	8
2026.01.13	18:20:00	4609.64	4610.58	4604.12	4606.10	2891	0	8
2026.01.13	18:25:00	4606.10	4606.47	4593.00	4598.69	3503	0	8
2026.01.13	18:30:00	4598.60	4606.63	4596.72	4605.72	3020	0	8
2026.01.13	18:35:00	4605.71	4607.41	4601.22	4607.41	2871	0	8
2026.01.13	18:40:00	4607.54	4609.42	4606.26	4608.86	2557	0	8
2026.01.13	18:45:00	4608.86	4612.10	4607.47	4611.10	2352	0	8
2026.01.13	18:50:00	4611.10	4613.44	4610.16	4612.82	2318	0	8
2026.01.13	18:55:00	4612.81	4613.96	4611.07	4613.45	2419	0	8
2026.01.13	19:00:00	4613.47	4616.02	4613.38	4613.51	2274	0	8
2026.01.13	19:05:00	4613.53	4614.78	4610.92	4611.45	2458	0	8
2026.01.13	19:10:00	4611.45	4612.09	4606.62	4608.47	2153	0	8
2026.01.13	19:15:00	4608.48	4610.88	4606.44	4610.39	2096	0	8
2026.01.13	19:20:00	4610.39	4612.64	4609.42	4612.30	1754	0	8
2026.01.13	19:25:00	4612.28	4612.28	4606.62	4609.85	2172	0	8
2026.01.13	19:30:00	4609.85	4611.13	4603.17	4610.05	2586	0	8
2026.01.13	19:35:00	4610.04	4612.09	4607.93	4609.85	2222	0	8
2026.01.13	19:40:00	4609.80	4610.51	4604.17	4604.67	2665	0	8
2026.01.13	19:45:00	4604.63	4607.14	4601.83	4602.22	2964	0	8
2026.01.13	19:50:00	4602.23	4602.45	4597.18	4600.32	3044	0	8
2026.01.13	19:55:00	4600.28	4600.59	4586.76	4590.43	3427	0	8
2026.01.13	20:00:00	4590.43	4593.94	4585.95	4588.70	3488	0	8
2026.01.13	20:05:00	4588.74	4594.47	4586.86	4592.91	3469	0	8
2026.01.13	20:10:00	4592.89	4594.40	4591.13	4594.38	2917	0	8
2026.01.13	20:15:00	4594.41	4595.10	4584.02	4586.19	3180	0	8
2026.01.13	20:20:00	4586.18	4589.28	4581.19	4588.45	3608	0	8
2026.01.13	20:25:00	4588.44	4592.64	4588.36	4591.77	3179	0	8
2026.01.13	20:30:00	4591.80	4594.92	4589.88	4593.54	2731	0	8
2026.01.13	20:35:00	4593.55	4599.67	4593.38	4599.37	2676	0	8
2026.01.13	20:40:00	4599.39	4600.78	4598.35	4600.39	2421	0	8
2026.01.13	20:45:00	4600.40	4602.03	4599.67	4599.97	2316	0	8
2026.01.13	20:50:00	4599.97	4600.38	4597.82	4599.64	2417	0	8
2026.01.13	20:55:00	4599.63	4599.63	4594.16	4594.17	2530	0	8
2026.01.13	21:00:00	4594.17	4594.27	4584.26	4587.49	2998	0	8
2026.01.13	21:05:00	4587.49	4594.67	4586.29	4593.53	2605	0	8
2026.01.13	21:10:00	4593.53	4595.86	4590.81	4595.73	2263	0	8
2026.01.13	21:15:00	4595.72	4597.26	4584.88	4591.21	2559	0	8
2026.01.13	21:20:00	4591.20	4593.46	4591.15	4592.76	2140	0	8
2026.01.13	21:25:00	4592.74	4595.17	4592.74	4593.42	1908	0	8
2026.01.13	21:30:00	4593.40	4596.80	4592.67	4596.19	2034	0	8
2026.01.13	21:35:00	4596.15	4598.56	4593.08	4598.39	2142	0	8
2026.01.13	21:40:00	4598.34	4598.92	4593.90	4595.99	2139	0	8
2026.01.13	21:45:00	4596.04	4596.11	4590.75	4592.73	2329	0	8
2026.01.13	21:50:00	4592.71	4596.10	4592.48	4595.93	1857	0	8
2026.01.13	21:55:00	4595.93	4599.06	4595.88	4597.58	1842	0	8
2026.01.13	22:00:00	4597.58	4597.87	4590.49	4592.39	2292	0	8
2026.01.13	22:05:00	4592.39	4594.47	4590.45	4592.25	1998	0	8
2026.01.13	22:10:00	4592.25	4594.59	4591.81	4592.97	1798	0	8
2026.01.13	22:15:00	4592.99	4595.31	4590.84	4594.72	2113	0	8
2026.01.13	22:20:00	4594.72	4595.30	4591.55	4592.91	2237	0	8
2026.01.13	22:25:00	4592.91	4593.80	4587.85	4589.06	2103	0	8
2026.01.13	22:30:00	4589.02	4589.29	4570.97	4572.27	3150	0	8
2026.01.13	22:35:00	4572.27	4579.59	4569.69	4576.62	3176	0	8
2026.01.13	22:40:00	4576.64	4587.45	4574.96	4585.19	2749	0	8
2026.01.13	22:45:00	4585.22	4589.34	4583.62	4589.06	2398	0	8
2026.01.13	22:50:00	4589.05	4589.30	4583.48	4586.70	2570	0	8
2026.01.13	22:55:00	4586.68	4586.91	4582.49	4586.09	2849	0	8
2026.01.13	23:00:00	4586.14	4589.42	4585.20	4587.68	1641	0	8
2026.01.13	23:05:00	4587.68	4588.40	4586.19	4586.38	1131	0	8
2026.01.13	23:10:00	4586.39	4587.42	4583.52	4583.61	1016	0	8
2026.01.13	23:15:00	4583.60	4587.01	4582.87	4586.11	1259	0	8
2026.01.13	23:20:00	4586.11	4587.48	4585.76	4586.99	1192	0	8
2026.01.13	23:25:00	4587.00	4589.54	4586.64	4587.98	1431	0	8
2026.01.13	23:30:00	4587.98	4588.60	4586.01	4587.23	1035	0	8
2026.01.13	23:35:00	4587.24	4589.54	4585.65	4587.80	1127	0	8
2026.01.13	23:40:00	4587.82	4589.22	4586.70	4589.14	977	0	8
2026.01.13	23:45:00	4589.14	4589.89	4587.48	4588.00	1078	0	8
2026.01.13	23:50:00	4587.99	4588.23	4587.07	4587.28	754	0	8
2026.01.13	23:55:00	4587.27	4587.62	4586.24	4586.60	485	0	8
2026.01.14	01:00:00	4588.39	4592.74	4588.39	4591.84	1297	0	8
2026.01.14	01:05:00	4591.84	4595.34	4591.44	4592.96	1439	0	8
2026.01.14	01:10:00	4592.97	4596.00	4592.95	4595.99	1273	0	8
2026.01.14	01:15:00	4595.97	4596.84	4593.08	4594.93	1180	0	8
2026.01.14	01:20:00	4594.93	4596.42	4594.40	4596.39	890	0	8
2026.01.14	01:25:00	4596.40	4597.93	4596.30	4597.31	1342	0	8
2026.01.14	01:30:00	4597.31	4597.32	4594.80	4595.85	1319	0	8
2026.01.14	01:35:00	4595.87	4596.79	4594.97	4596.79	1115	0	8
2026.01.14	01:40:00	4596.83	4596.83	4593.27	4594.41	1249	0	8
2026.01.14	01:45:00	4594.41	4596.30	4593.82	4596.17	1002	0	8
2026.01.14	01:50:00	4596.21	4597.49	4594.53	4597.27	786	0	8
2026.01.14	01:55:00	4597.27	4598.84	4596.97	4597.18	1266	0	8
2026.01.14	02:00:00	4597.18	4603.69	4597.08	4603.56	1730	0	8
2026.01.14	02:05:00	4603.56	4607.83	4602.24	4606.73	1793	0	8
2026.01.14	02:10:00	4606.72	4607.00	4604.76	4605.27	1552	0	8
2026.01.14	02:15:00	4605.26	4607.54	4605.06	4605.63	1281	0	8
2026.01.14	02:20:00	4605.64	4606.01	4603.08	4603.72	1414	0	8
2026.01.14	02:25:00	4603.68	4610.57	4603.38	4609.76	1849	0	8
2026.01.14	02:30:00	4609.78	4610.27	4607.80	4608.60	1886	0	8
2026.01.14	02:35:00	4608.59	4609.13	4607.06	4608.05	1507	0	8
2026.01.14	02:40:00	4608.05	4610.71	4607.66	4608.67	1404	0	8
2026.01.14	02:45:00	4608.68	4608.85	4604.89	4605.33	2164	0	8
2026.01.14	02:50:00	4605.30	4607.39	4604.78	4606.20	2212	0	8
2026.01.14	02:55:00	4606.20	4610.61	4605.69	4609.09	2229	0	8
2026.01.14	03:00:00	4609.15	4615.79	4606.30	4615.41	3653	0	8
2026.01.14	03:05:00	4615.41	4616.09	4611.47	4611.47	3139	0	8
2026.01.14	03:10:00	4611.54	4617.05	4610.62	4615.52	2740	0	8
2026.01.14	03:15:00	4615.52	4618.24	4613.09	4617.27	2515	0	8
2026.01.14	03:20:00	4617.26	4618.47	4612.17	4612.40	2231	0	8
2026.01.14	03:25:00	4612.40	4616.53	4611.95	4614.68	2260	0	8
2026.01.14	03:30:00	4614.68	4616.79	4613.63	4615.09	2370	0	8
2026.01.14	03:35:00	4615.10	4618.45	4614.16	4617.91	2471	0	8
2026.01.14	03:40:00	4617.91	4618.79	4614.49	4614.73	2825	0	8
2026.01.14	03:45:00	4614.79	4618.24	4613.64	4613.85	2640	0	8
2026.01.14	03:50:00	4613.79	4619.75	4613.65	4619.52	2848	0	8
2026.01.14	03:55:00	4619.52	4619.98	4618.75	4619.25	2265	0	8
2026.01.14	04:00:00	4619.25	4620.80	4617.07	4618.19	2670	0	8
2026.01.14	04:05:00	4618.18	4620.46	4614.39	4614.76	2866	0	8
2026.01.14	04:10:00	4614.84	4619.47	4614.62	4618.33	2574	0	8
2026.01.14	04:15:00	4618.32	4619.22	4616.69	4617.92	1861	0	8
2026.01.14	04:20:00	4617.97	4621.39	4617.91	4620.86	1598	0	8
2026.01.14	04:25:00	4620.86	4621.15	4619.76	4620.05	1517	0	8
2026.01.14	04:30:00	4620.07	4622.68	4618.07	4619.11	2691	0	8
2026.01.14	04:35:00	4619.11	4622.27	4618.57	4621.12	2463	0	8
2026.01.14	04:40:00	4621.13	4622.36	4620.94	4621.38	2356	0	8
2026.01.14	04:45:00	4621.39	4623.73	4618.32	4621.77	2597	0	8
2026.01.14	04:50:00	4621.63	4622.18	4619.30	4620.08	2072	0	8
2026.01.14	04:55:00	4620.10	4622.09	4619.88	4620.60	1617	0	8
2026.01.14	05:00:00	4620.57	4622.88	4620.23	4622.14	1800	0	8
2026.01.14	05:05:00	4622.14	4622.53	4618.99	4618.99	2107	0	8
2026.01.14	05:10:00	4619.02	4620.26	4617.73	4618.16	2324	0	8
2026.01.14	05:15:00	4618.17	4621.71	4617.68	4620.99	2098	0	8
2026.01.14	05:20:00	4621.00	4621.30	4618.70	4618.90	1597	0	8
2026.01.14	05:25:00	4618.90	4619.73	4613.36	4615.20	2894	0	8
2026.01.14	05:30:00	4615.18	4621.12	4615.02	4621.12	1650	0	8
2026.01.14	05:35:00	4621.12	4625.68	4620.48	4624.66	1433	0	8
2026.01.14	05:40:00	4624.66	4624.69	4622.57	4624.25	1554	0	8
2026.01.14	05:45:00	4624.24	4625.01	4623.35	4624.05	1875	0	8
2026.01.14	05:50:00	4624.05	4627.80	4623.96	4627.49	1835	0	8
2026.01.14	05:55:00	4627.50	4630.05	4625.56	4628.30	2397	0	8
2026.01.14	06:00:00	4628.30	4630.07	4627.93	4628.97	2074	0	8
2026.01.14	06:05:00	4628.97	4629.28	4627.68	4628.13	1541	0	8
2026.01.14	06:10:00	4628.12	4628.70	4626.89	4627.52	1712	0	8
2026.01.14	06:15:00	4627.51	4630.04	4627.34	4628.70	1887	0	8
2026.01.14	06:20:00	4628.70	4628.74	4626.27	4627.09	1699	0	8
2026.01.14	06:25:00	4627.09	4627.46	4625.34	4626.56	1753	0	8
2026.01.14	06:30:00	4626.58	4628.58	4625.51	4628.38	1691	0	8
2026.01.14	06:35:00	4628.38	4629.91	4627.90	4628.91	1551	0	8
2026.01.14	06:40:00	4628.91	4629.21	4627.96	4628.08	1116	0	8
2026.01.14	06:45:00	4628.08	4629.81	4626.99	4629.30	1656	0	8
2026.01.14	06:50:00	4629.30	4630.45	4628.28	4629.72	1712	0	8
2026.01.14	06:55:00	4629.72	4630.46	4627.88	4629.29	1834	0	8
2026.01.14	07:00:00	4629.32	4639.67	4629.32	4638.81	2540	0	8
2026.01.14	07:05:00	4638.81	4638.84	4634.61	4635.33	2066	0	8
2026.01.14	07:10:00	4635.33	4636.15	4633.21	4634.10	1850	0	8
2026.01.14	07:15:00	4634.10	4635.39	4632.06	4632.86	1810	0	8
2026.01.14	07:20:00	4632.84	4634.03	4631.13	4633.78	1693	0	8
2026.01.14	07:25:00	4633.77	4635.54	4632.60	4634.26	1858	0	8
2026.01.14	07:30:00	4634.29	4639.67	4631.88	4638.39	3268	0	8
2026.01.14	07:35:00	4638.38	4638.54	4635.62	4636.98	2674	0	8
2026.01.14	07:40:00	4636.98	4639.15	4635.19	4636.36	2704	0	8
2026.01.14	07:45:00	4636.34	4639.54	4634.92	4639.45	2270	0	8
2026.01.14	07:50:00	4639.44	4639.45	4633.70	4634.12	2681	0	8
2026.01.14	07:55:00	4634.13	4634.34	4618.05	4619.82	4144	0	8
2026.01.14	08:00:00	4619.81	4626.98	4618.55	4626.78	3399	0	8
2026.01.14	08:05:00	4626.82	4629.10	4623.48	4626.09	3073	0	8
2026.01.14	08:10:00	4626.11	4635.17	4625.12	4633.55	2999	0	8
2026.01.14	08:15:00	4633.57	4634.43	4631.92	4633.03	2711	0	8
2026.01.14	08:20:00	4633.08	4634.94	4630.98	4634.72	2513	0	8
2026.01.14	08:25:00	4634.71	4635.30	4632.52	4632.98	2444	0	8
2026.01.14	08:30:00	4632.99	4633.34	4626.37	4626.48	2976	0	8
2026.01.14	08:35:00	4626.48	4631.05	4626.17	4629.30	2743	0	8
2026.01.14	08:40:00	4629.26	4632.14	4628.57	4630.75	2439	0	8
2026.01.14	08:45:00	4630.76	4634.81	4630.72	4631.94	2289	0	8
2026.01.14	08:50:00	4631.98	4633.73	4630.68	4633.70	2157	0	8
2026.01.14	08:55:00	4633.67	4637.28	4633.24	4637.28	2369	0	8
2026.01.14	09:00:00	4637.28	4638.50	4632.59	4634.52	2396	0	8
2026.01.14	09:05:00	4634.54	4634.99	4632.05	4632.12	1582	0	8
2026.01.14	09:10:00	4632.13	4634.35	4631.59	4632.91	1431	0	8
2026.01.14	09:15:00	4632.91	4635.74	4632.15	4634.90	1765	0	8
2026.01.14	09:20:00	4634.90	4638.81	4633.40	4638.02	2054	0	8
2026.01.14	09:25:00	4638.03	4639.63	4636.78	4637.21	1941	0	8
2026.01.14	09:30:00	4637.21	4637.21	4634.06	4636.27	1969	0	8
2026.01.14	09:35:00	4636.29	4638.27	4636.17	4636.70	1043	0	8
2026.01.14	09:40:00	4636.70	4638.44	4635.25	4636.73	1365	0	8
2026.01.14	09:45:00	4636.74	4637.71	4634.51	4636.29	1551	0	8
2026.01.14	09:50:00	4636.30	4637.02	4633.49	4634.08	1263	0	8
2026.01.14	09:55:00	4634.13	4634.13	4632.53	4632.58	1895	0	8
2026.01.14	10:00:00	4632.59	4634.22	4630.73	4631.22	2271	0	8
2026.01.14	10:05:00	4631.25	4631.67	4624.43	4624.44	2616	0	8
2026.01.14	10:10:00	4624.43	4627.70	4623.58	4627.39	2077	0	8
2026.01.14	10:15:00	4627.39	4627.74	4624.34	4625.06	1887	0	8
2026.01.14	10:20:00	4625.05	4628.78	4622.94	4627.81	2379	0	8
2026.01.14	10:25:00	4627.81	4628.03	4622.00	4625.09	2725	0	8
2026.01.14	10:30:00	4625.06	4629.70	4624.52	4629.70	1987	0	8
2026.01.14	10:35:00	4629.71	4631.02	4628.61	4631.00	2157	0	8
2026.01.14	10:40:00	4631.00	4632.71	4630.04	4632.44	2039	0	8
2026.01.14	10:45:00	4632.43	4637.95	4631.64	4635.32	2347	0	8
2026.01.14	10:50:00	4635.33	4636.54	4633.66	4634.84	1718	0	8
2026.01.14	10:55:00	4634.84	4635.27	4632.84	4634.95	1996	0	8
2026.01.14	11:00:00	4634.95	4634.98	4633.34	4634.53	1752	0	8
2026.01.14	11:05:00	4634.54	4638.73	4634.49	4638.07	1955	0	8
2026.01.14	11:10:00	4638.07	4639.26	4635.50	4638.48	1986	0	8
2026.01.14	11:15:00	4638.48	4639.60	4637.78	4639.09	2119	0	8
2026.01.14	11:20:00	4639.11	4639.41	4636.46	4637.35	1660	0	8
2026.01.14	11:25:00	4637.35	4638.03	4636.57	4637.51	1518	0	8
2026.01.14	11:30:00	4637.54	4637.77	4633.82	4633.88	1407	0	8
2026.01.14	11:35:00	4633.88	4633.93	4630.09	4630.33	1881	0	8
2026.01.14	11:40:00	4630.33	4630.64	4627.36	4627.74	1891	0	8
2026.01.14	11:45:00	4627.72	4630.06	4627.16	4629.65	2062	0	8
2026.01.14	11:50:00	4629.77	4631.86	4628.48	4629.60	1769	0	8
2026.01.14	11:55:00	4629.60	4631.01	4627.92	4630.49	1990	0	8
